ID_code,Use,Orient,Glass,Storage,Version
B2_R_L1_ST_W_0.2_2.3_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_ST_W_0.2_2.3_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L1_ST_W_0.6_0.8_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L1_ST_W_0.6_0.8_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L1_ST_W_0.6_2.3_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L1_ST_W_0.6_2.3_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L2_ST_E_0.2_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L2_ST_E_0.2_0.8_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L2_ST_E_0.2_1.0_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_E_0.2_1.0_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_E_0.6_0.8_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_E_0.6_0.8_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_E_0.6_1.0_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_E_0.6_1.0_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_S_0.2_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L2_ST_S_0.2_0.8_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L2_ST_S_0.2_1.0_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_S_0.2_1.0_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_S_0.6_0.8_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_S_0.6_0.8_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_S_0.6_1.0_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_S_0.6_1.0_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_W_0.2_0.8_TS2,1.0,1.0,1.0,1.0,1.0
B2_R_L2_ST_W_0.2_0.8_TS3,1.0,1.0,1.0,1.0,1.0
B2_R_L2_ST_W_0.2_1.0_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_W_0.2_1.0_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_W_0.6_0.8_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_W_0.6_0.8_TS3,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_W_0.6_1.0_TS2,1.0,1.0,0.0,1.0,1.0
B2_R_L2_ST_W_0.6_1.0_TS3,1.0,1.0,0.0,1.0,1.0
